名称,地区,经度,维度,总价/万,单价/元,规格,大小/平方米,朝向,装修,楼层,楼层样式,关注人数
学府上城,城东,121.356488887895,31.3215271167977,280,17126,4室2厅,163,南,毛坯,中楼层(共26层),板楼,150
中骏御金台,城东,113.672765141087,23.0703049401406,150,21633,3室2厅,69,南,精装,中楼层(共20层),板塔结合,50
澜湖郡,城东,118.606598200416,24.9011250428119,146,17177,4室2厅,85,南,精装,低楼层(共19层),塔楼,1190
保利城一期,城东,115.78544721513,38.7062577340869,388,33163,4室2厅,117,东南,毛坯,高楼层(共33层),板塔结合,70
中骏御金台,城东,113.976751995055,22.7010085533037,128,18551,4室2厅,69,南,简装,高楼层(共20层),板塔结合,30
中骏御金台,城东,118.596073,24.911835,123,17678,3室2厅,69,东南南,精装,低楼层(共20层),板塔结合,90
中骏裕景湾,城东,118.589736646678,24.8219326574943,470,32868,4室2厅,143,南北,简装,低楼层(共18层),板楼,210
中骏御金台,城东,118.759565092484,34.5479186273643,140,20144,3室1厅,69,东南,精装,中楼层(共20层),板塔结合,30
华洲家装市场,泉州桥南,113.226575806292,23.4111615048757,37.8,10351,1室0厅,36,北,简装,中楼层(共13层),板楼,30
江南御景,清濛开发区,106.752633086711,32.2985221740379,95,11311,2室1厅,83,南北,毛坯,中楼层(共13层),板楼,50
明光花园,展览城,104.094842894691,30.7602284671211,46,15594,1室1厅,29,西南,精装,低楼层(共18层),板楼,30
江南雅園,南环路,111.334114794437,36.813942203987,99,11225,3室2厅,88,南,简装,中楼层(共11层),板楼,50
新城旺角,清濛开发区,113.309203025039,23.2900201892268,95,10656,2室1厅,89,南,精装,中楼层(共8层),板楼,30
左岸英郡,展览城,118.585036802081,24.8273786019634,190,21750,3室2厅,87,东南,精装,低楼层(共31层),塔楼,30
凯旋国际,宝龙广场,118.615090960366,24.8926030377198,121.4,15995,2室1厅,75,南,精装,高楼层(共28层),板塔结合,50
嘉琳广场,洛江区,113.226575806292,23.4111615048757,210,14914,3室1厅,140,东南,精装,低楼层(共34层),板楼,30
幸福电商城,展览城,116.459315674798,39.9230077923451,79,12877,3室2厅,61,南北,精装,低楼层(共16层),塔楼,530
金泰公寓,东湖,113.372657349971,23.1266264137023,120,19663,2室1厅,61,南,简装,低楼层(共7层),板楼,30
经典名门东区,丰泽街,120.398741963339,31.3341610068978,480,32654,3室2厅,147,南,精装,高楼层(共23层),板塔结合,30
华城小区,城东,118.584507,24.815865,142.5,17311,2室1厅,82,东南,简装,高楼层(共28层),板楼,30
水岸假日（北区）,西湖,118.575035697351,24.8073657964987,172,19197,2室1厅,89,南,简装,中楼层(共9层),板塔结合,30
逸涛城市广场,泉港区,118.759565092484,34.5479186273643,125,9341,3室2厅,133,南,精装,中楼层(共29层),板塔结合,30
星光耀广场,城东,121.342200081132,30.7620723991983,70.6,12007,1室0厅,58,南,毛坯,低楼层(共26层),板塔结合,30
石狮鼎盛天玺,服装城,120.949104913696,31.2952842950795,118,12968,3室2厅,91,南,精装,高楼层(共32层),板塔结合,30
宝珊花园景峰,赤山水库,113.232703417665,23.0652710786578,619,32533,4室1厅,190,南,毛坯,高楼层(共9层),板楼,30
金色外滩,浮桥,113.372657349971,23.1266264137023,250,25076,3室2厅,99,北南,毛坯,高楼层(共34层),板楼,30
海宸尊域,东海,121.342200081132,30.7620723991983,368,24823,3室2厅,148,东南,毛坯,中楼层(共43层),板楼,50
新美居海湾广场,南安水头镇,118.759565092484,34.5479186273643,137.25,7500,3室2厅,183,南,毛坯,高楼层(共29层),暂无数据,30
石狮国宾壹号,石狮中心,121.468582054517,31.004830724654,157,12560,4室2厅,125,南北,毛坯,低楼层(共31层),板塔结合,30
石狮国宾壹号,石狮中心,118.578292773468,24.7848236286796,105,11564,3室2厅,90,南北,毛坯,高楼层(共34层),板塔结合,30
世茂摩天城4期,服装城,118.508266535258,24.9192812778152,140,13085,3室2厅,107,南北,毛坯,高楼层(共39层),板楼,30
中骏四季阳光,浮桥,118.581370278313,24.8858864716886,368,28977,4室2厅,127,东南,精装,中楼层(共33层),塔楼,30
盛世融城,泉秀街,113.232703417665,23.0652710786578,428,25280,4室2厅,169,南,精装,低楼层(共31层),板楼,30
海上海领海苑,东海,118.584507,24.815865,82.8,13987,1室1厅,59,东,毛坯,中楼层(共24层),板楼,30
建发中泱天成,洛江区,121.61862144249,31.2609665566608,165,19299,3室2厅,85,东南,毛坯,低楼层(共26层),暂无数据,50
海上海领海苑,东海,120.67469312896,24.1229626228298,82.8,13938,1室1厅,59,东,毛坯,中楼层(共24层),板楼,30
海悦府,东海,108.322462106784,22.7944361782375,723,29877,4室2厅,242,东南,毛坯,高楼层(共32层),板塔结合,30
现代华城,洛江区,118.936698256567,25.1297504886746,84,10072,1室1厅,83,南,毛坯,高楼层(共16层),板塔结合,30
石狮国宾壹号,石狮中心,113.756220328022,23.0533100101364,173,13840,4室2厅,125,南北,毛坯,高楼层(共31层),板塔结合,30
公交公司宿舍,九一街,118.580578062684,24.8458588515739,116,23200,2室1厅,50,东南,简装,高楼层(共4层),暂无数据,30
钞坑泰亨新城北区,服装城,118.580578062684,24.8458588515739,140,8806,3室2厅,159,西,毛坯,高楼层(共31层),板楼,30
钞坑泰亨新城南区,服装城,118.580290784582,24.9258066078615,112,7837,3室2厅,142,东,毛坯,高楼层(共27层),板塔结合,30
中航城天骏,宝龙广场,87.6384077775656,43.8002713583135,219,20994,3室2厅,104,西南,毛坯,中楼层(共35层),板楼,30
泉州电业局大淮小区,万达,118.677823856143,24.9554296200202,210,19445,3室2厅,108,西南,简装,高楼层(共7层),板楼,110
嘉琳广场,洛江区,118.654519026475,24.7376651608827,193,12391,3室2厅,155,南,毛坯,低楼层(共33层),板楼,30
嘉琳广场,洛江区,118.607046275205,24.8936208358645,185,14554,3室2厅,127,西南,毛坯,高楼层(共34层),板楼,30
海丝景城,泉州桥南,121.456492030149,31.2065458739347,207,14989,3室2厅,138,东南,简装,低楼层(共30层),板塔结合,50
中航城天骏,宝龙广场,100.593433067732,38.538862641574,213,20004,3室1厅,106,南,毛坯,低楼层(共31层),板楼,50
逸涛城市广场,泉港区,118.580578062684,24.8458588515739,120,7709,4室2厅,155,南,精装,低楼层(共25层),板塔结合,70
鼎盛大观,站前大道,114.089504877205,22.5486862804858,71.8,13421,4室2厅,53,东,精装,高楼层(共19层),塔楼,150
百捷中央名门,泉州桥南,115.774646423499,26.90959011099,210,24138,3室2厅,87,南,简装,低楼层(共32层),塔楼,50
卓辉汇景城,晋江万达,121.630072035729,29.7967319596421,198,16230,3室2厅,122,南,精装,中楼层(共24层),板楼,70
高阳华庭,宝龙广场,121.630072035729,29.7967319596421,276,17207,4室2厅,160,南,毛坯,低楼层(共20层),板塔结合,30
凯莱香墅,西湖,121.61862144249,31.2609665566608,62,16789,1室1厅,36,北,精装,高楼层(共18层),塔楼,270
瑞璟香榭花都,宝龙广场,120.561627120105,31.354959612105,275,16952,3室2厅,162,东南,简装,高楼层(共27层),板楼,30
百宏华尔街,晋江万达,115.78544721513,38.7062577340869,187,15306,3室2厅,122,南,精装,低楼层(共23层),板楼,30
嘉琳广场,洛江区,118.577412254407,24.8868306564333,208,13775,3室2厅,151,东南,精装,低楼层(共32层),板楼,30
建发珑璟湾,站前大道,120.561627120105,31.354959612105,330,23240,4室2厅,142,南北,毛坯,低楼层(共32层),板塔结合,50
瑞璟香榭花都,宝龙广场,116.358463454176,40.0420940622794,275,16952,3室2厅,162,东南,简装,高楼层(共27层),板楼,30
恒大翡翠华庭,洛江区,113.756220328022,23.0533100101364,112,14359,3室2厅,78,南,精装,中楼层(共15层),板楼,150
中骏天峰,万达,121.61862144249,31.2609665566608,518,41440,3室2厅,125,东南,毛坯,中楼层(共32层),塔楼,30
星光耀广场,城东,118.620792595267,24.8963007812864,72,12890,2室2厅,55,东东南南,精装,低楼层(共27层),板塔结合,50
城市之星,万达,115.94203954675,25.4230539786493,120,29572,3室1厅,40,南,精装,低楼层(共9层),塔楼,30
尚好家园,站前大道,113.756220328022,23.0533100101364,140,12615,3室2厅,110,东南,简装,低楼层(共26层),塔楼,130
锦塘雅苑南区,晋江万达,117.161266512166,39.158811410112,180,13011,3室2厅,138,南,毛坯,中楼层(共31层),板塔结合,50
建发珑玥湾一期,站前大道,118.583115416427,24.8915005022612,190,21938,3室1厅,86,南,毛坯,低楼层(共33层),暂无数据,230
百信御江帝景二期,泉州桥南,113.976751995055,22.7010085533037,340,25998,4室2厅,130,东南,毛坯,中楼层(共33层),板塔结合,110
东海湾·十二宴,东海,116.459315674798,39.9230077923451,265,29606,3室2厅,89,东南,简装,中楼层(共36层),塔楼,50
马鞍山卫校宿舍,东街,118.578292773468,24.7848236286796,230,45099,2室1厅,51,东南,简装,低楼层(共4层),暂无数据,30
中骏四季康城1期,南环路,118.5748285481,24.8332183097885,105,8938,3室2厅,117,西南,毛坯,低楼层(共34层),板塔结合,50
海上海领海苑,东海,113.672765141087,23.0703049401406,290,30640,3室1厅,94,南北,毛坯,低楼层(共40层),板塔结合,30
星光耀广场,城东,121.342200081132,30.7620723991983,110,14474,2室2厅,76,西北,精装,高楼层(共27层),板塔结合,390
保利城二期央玺,城东,120.561627120105,31.354959612105,64,20646,1室1厅,31,西南,精装,低楼层(共18层),板塔结合,30
星光耀广场,城东,120.561627120105,31.354959612105,75,13427,2室2厅,55,东南,精装,中楼层(共27层),板塔结合,30
桂馥苑,晋江万达,120.218471181394,30.2143329501441,217,18390,3室2厅,118,东南,简装,低楼层(共15层),板楼,50
兰峰城市花园,SM广场,113.752491731343,22.9078530562574,195.6,12300,3室2厅,159,南,精装,高楼层(共10层),板塔结合,30
龙润湾美,南安中心,116.723524646933,23.3777757806284,95,8768,3室2厅,108,南,毛坯,高楼层(共30层),板塔结合,50
澜湖郡,城东,116.069677905609,39.7144672064437,86,17200,2室1厅,50,东南,其他,高楼层(共24层),塔楼,50
山水湾,丰泽街,118.61028843945,24.8730549315466,395,27835,4室3厅,141,南,简装,高楼层(共15层),暂无数据,30
卓辉海港城,泉州桥南,114.089504877205,22.5486862804858,198,22013,3室1厅,89,东南,精装,中楼层(共33层),塔楼,30
华大泰禾广场,城东,118.578292773468,24.7848236286796,52.7,10499,1室1厅,50,东,简装,中楼层(共24层),板楼,70
世茂御龙湾满堂红,晋江万达,118.578292773468,24.7848236286796,237,15942,3室2厅,148,南,毛坯,低楼层(共37层),板楼,30
中骏黄金海岸,石狮周边,118.588231535796,24.9181254863767,132,9566,3室2厅,138,南,精装,中楼层(共29层),板塔结合,70
星海湾三期,石狮周边,103.966924010409,30.6721608770754,61,4657,3室2厅,131,南,毛坯,低楼层(共15层),板楼,190
中航城天悦,宝龙广场,115.221426771973,29.8365418080861,139,18475,3室1厅,75,南,简装,高楼层(共18层),板塔结合,110
保利城一期,城东,120.561627120105,31.354959612105,62,32632,1室0厅,19,东南,毛坯,低楼层(共33层),板塔结合,150
星光耀广场,城东,118.759565092484,34.5479186273643,74.6,12613,2室1厅,59,东南,简装,低楼层(共27层),板塔结合,30
湖心街东段小区,东湖,118.622216860817,24.911080233263,218,17766,3室2厅,122,南,简装,中楼层(共7层),板楼,270
海上海领海苑,东海,121.567661469214,31.1967529615431,345,26539,3室1厅,130,南,毛坯,高楼层(共40层),板楼,190
金丘紫金城,紫帽镇,120.105633572234,29.8921638719383,111,8617,3室2厅,128,南,毛坯,中楼层(共28层),板塔结合,50
石狮市步行街,石狮中心,113.672765141087,23.0703049401406,112,7090,4室2厅,157,南,简装,中楼层(共12层),板楼,90
澜湖郡,城东,102.702316361783,25.058242199136,86,17473,2室1厅,49,东南,毛坯,高楼层(共24层),塔楼,30
福鑫星城,泉港区,121.356488887895,31.3215271167977,43.5,3505,3室2厅,124,南,毛坯,中楼层(共6层),暂无数据,30
狮城帝苑一期,石狮中心,114.152552000249,22.6178609810799,116,7193,3室2厅,161,东南,精装,高楼层(共18层),板楼,170
高阳华庭,宝龙广场,118.599685559858,24.8960788886932,236,18880,3室2厅,125,南,简装,低楼层(共21层),板塔结合,30
海城园林天下,惠安县,113.226575806292,23.4111615048757,86,7417,3室2厅,115,南北,毛坯,低楼层(共18层),板楼,110
力标东华经典,洛江区,118.584507,24.815865,205,18304,3室2厅,112,南,精装,低楼层(共25层),塔楼,50
海悦府,东海,103.533364042462,30.572054976376,260,29607,3室2厅,87,南,简装,中楼层(共32层),板塔结合,30
泉州工艺公寓,泉秀街,117.04053820417,30.5182319246508,230,17941,3室2厅,128,南北,简装,中楼层(共7层),板塔结合,30
东海湾雅园,东海,109.124521367547,21.481065838236,309,17303,4室1厅,178,南北,毛坯,低楼层(共21层),板楼,110
晋江宝龙国际社区西区,宝龙广场,112.130783669293,22.484095624013,330,23097,4室2厅,142,东南,毛坯,中楼层(共31层),板塔结合,50
晋江溜霞花园,泉州桥南,118.513579579431,31.6762655976091,210,12728,4室1厅,165,南,精装,低楼层(共20层),板楼,50
东海湾俊园,东海,121.356488887895,31.3215271167977,285,19857,3室1厅,143,北,简装,中楼层(共31层),板楼,30
物资局宿舍,涂门街,118.607258005813,24.9114065558915,298,28619,3室2厅,104,南北,简装,中楼层(共7层),板楼,30
丰泽时代广场,万达,121.356488887895,31.3215271167977,246,19970,3室2厅,123,南,简装,中楼层(共9层),塔楼,30
海星小区,东海,101.772414224133,36.6344969795241,345,25101,3室1厅,137,南,简装,低楼层(共19层),塔楼,30
东海湾雅园,东海,114.482559186516,38.0371246498529,255,18969,3室2厅,134,西南,简装,中楼层(共31层),板楼,210
福璟花园,宝龙广场,118.941968435332,25.1616132196209,225,14211,3室2厅,158,东南,简装,中楼层(共12层),板塔结合,70
中升雅园,万达,105.175662165642,31.0103486306263,230,24072,3室2厅,95,东南,精装,高楼层(共17层),板塔结合,50
东海湾御花园,东海,118.677591554338,24.9586896820645,390,31266,4室2厅,124,南,简装,低楼层(共37层),板塔结合,70
龙湖嘉天下紫晋城,池店南,114.504977927637,38.0486748680118,260,19994,4室2厅,130,东南,精装,低楼层(共34层),板楼,110
建德南洋国际,石狮中心,116.194173796745,39.918930917042,165,9066,4室2厅,182,东南,毛坯,中楼层(共31层),板楼,70
北门街55号,西街,116.824929790242,40.0720878791771,285,28803,3室1厅,98,南东南,简装,高楼层(共4层),暂无数据,50
邮电新村（南区）,惠安县,121.589507181251,38.8952629208164,83,5844,3室2厅,142,南,简装,低楼层(共6层),暂无数据,70
城西环路南一区,城北路,114.089504877205,22.5486862804858,290,37175,3室2厅,78,东西,精装,中楼层(共5层),板楼,30
福新商厦,万达,113.672765141087,23.0703049401406,310,24345,3室2厅,127,东南,精装,中楼层(共28层),塔楼,30
阳新花园城,洛江区,102.702316361783,25.058242199136,90,9973,4室2厅,90,西南,毛坯,中楼层(共11层),暂无数据,50
世茂御龙湾满堂红,晋江万达,121.567661469214,31.1967529615431,237,15942,3室2厅,148,南,毛坯,低楼层(共37层),板楼,30
星海湾三期,石狮周边,120.105633572234,29.8921638719383,61,4657,3室2厅,131,南,毛坯,低楼层(共15层),板楼,190
保利城二期央玺,城东,118.622216860817,24.911080233263,64,20646,1室1厅,31,西南,精装,低楼层(共18层),板塔结合,30
龙润湾美,南安中心,112.129107984323,34.7399182744191,95,8768,3室2厅,108,南,毛坯,高楼层(共30层),板塔结合,50
海城园林天下,惠安县,103.966924010409,30.6721608770754,86,7417,3室2厅,115,南北,毛坯,低楼层(共18层),板楼,110
高阳华庭,宝龙广场,118.588231535796,24.9181254863767,236,18880,3室2厅,125,南,简装,低楼层(共21层),板塔结合,30
狮城帝苑一期,石狮中心,120.975109780243,31.3025009103028,116,7193,3室2厅,161,东南,精装,高楼层(共18层),板楼,170
湖心街东段小区,东湖,121.567661469214,31.1967529615431,218,17766,3室2厅,122,南,简装,中楼层(共7层),板楼,270
福鑫星城,泉港区,123.216812405808,41.2010747629446,43.5,3505,3室2厅,124,南,毛坯,中楼层(共6层),暂无数据,30
华大泰禾广场,城东,118.585272427617,24.9399702867086,52.7,10499,1室1厅,50,东,简装,中楼层(共24层),板楼,70
桂馥苑,晋江万达,118.552869559746,24.9425197985265,217,18390,3室2厅,118,东南,简装,低楼层(共15层),板楼,50
兰峰城市花园,SM广场,116.226805013887,39.8814081017454,195.6,12300,3室2厅,159,南,精装,高楼层(共10层),板塔结合,30
中航城天悦,宝龙广场,121.207508691949,37.5388671153086,139,18475,3室1厅,75,南,简装,高楼层(共18层),板塔结合,110
海上海领海苑,东海,121.567661469214,31.1967529615431,345,26539,3室1厅,130,南,毛坯,高楼层(共40层),板楼,190
